InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,RPStatus,RPCost,RPModelSolveTimeSec,DeterministicPolicyCost,DeterministicEEVCost,VSSvsDetAbs,VSSvsDetPct,TwoStagePolicyCost,TwoStageEEVCost,VSSvsTwoStageAbs,VSSvsTwoStagePct,WaitAndSeeExpectedCost,WaitAndSeeWallTimeSec,EVPIAbs,EVPIPct
2,Drahi_2.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,723874.4374824609,0.03,727117.0539579659,726971.9236695381,3097.486187077244,0.004279037947312919,723874.4374824611,723874.4374824613,4.656612873077393e-10,6.432901387252289e-16,723874.437482461,0.14,-1.1641532182693481e-10,-1.6082253468130723e-16
3,Drahi_3.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,718098.4329292523,0.02,721851.5627332168,731434.454959385,13336.022030132706,0.01857130083926333,718098.4329292526,718098.4329292523,0.0,0.0,718098.4329292526,0.13,-3.4924596548080444e-10,-4.863483186506445e-16
4,Drahi_4.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,731759.9766197996,0.02,732846.7000034854,742262.3341895877,10502.357569788117,0.014352189113022266,731804.038420412,731804.0384204113,44.06180061167106,6.0213460724108774e-5,731759.9766197996,0.13,0.0,0.0
5,Drahi_5.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,354993.71300606587,0.02,450676.710349186,425944.9073963984,70951.19439033256,0.19986605900572724,362284.86533254705,362287.3400948745,7293.627088808629,0.02054579228191571,354991.42531202146,0.13,2.2876940444111824,6.444322703743466e-6
6,Drahi_6.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,546717.1537709576,0.02,652188.0665558857,551276.1118299821,4558.958059024531,0.008338787300854415,546800.0569946056,546800.5430463919,83.38927543431055,0.00015252727092818777,546717.1537709577,0.13,-1.1641532182693481e-10,-2.129351914860641e-16
7,Drahi_7.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,424194.5185525865,0.02,442584.0593299043,447453.5047560737,23258.986203487206,0.054830944734623764,434483.884921981,434483.88492198114,10289.366369394644,0.024256245470836022,424193.78529638844,0.14,0.7332561980583705,1.728584802463614e-6
8,Drahi_8.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,359285.3346013804,0.02,380212.01665940136,404771.59966715396,45486.265065773565,0.1266020643905202,362780.3765460216,362780.81666463404,3495.482063253643,0.0097289862029348,359285.3346013802,0.14,1.7462298274040222e-10,4.860286962008699e-16
9,Drahi_9.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,456477.7214087053,0.03,473258.7800459615,479198.97273611487,22721.251327409584,0.04977515936000349,463657.2229072043,463657.3845682677,7179.663159562391,0.015728397735174707,456477.22577632987,0.15,0.49563237541588023,1.0857756078135476e-6
10,Drahi_10.csv,6,2,4,0.2,100.0,20.0,5,NONE,true,719284.663759758,0.02,692879.4692092225,735467.8716732431,16183.207913485123,0.022499030952355097,719284.663759758,719284.6637597578,-2.3283064365386963e-10,-3.2369749472600373e-16,719284.6637597581,0.15,-1.1641532182693481e-10,-1.6184874736300187e-16
1,Drahi_1.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,728671.8400285691,0.03,688520.5365689851,749822.2443765039,21150.40434793476,0.029025966403622122,728671.8400285683,728671.840028569,-1.1641532182693481e-10,-1.597637172617656e-16,728671.8400285691,0.14,0.0,0.0
2,Drahi_2.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,658359.5362623247,0.03,656068.3745956257,658394.5522756528,35.01601332810242,5.3186764069519326e-5,658357.9374056774,658359.5362623248,1.1641532182693481e-10,1.768263622151725e-16,658357.9374056762,0.14,1.5988566484302282,2.4285463494724267e-6
3,Drahi_3.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,402095.7216649655,0.02,644586.5433208343,572197.9366361431,170102.21497117763,0.4230391068744331,405874.5059440951,405875.65598348517,3779.934318519663,0.009400583281184928,402095.72166496544,0.16,5.820766091346741e-11,1.4476070690940413e-16
4,Drahi_4.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,482401.40780025313,0.02,518821.85151382413,560867.6481245689,78466.24032431573,0.16265756910229845,484527.0013891232,484528.8337694509,2127.425969197764,0.004410074130792468,482399.9885108489,0.13,1.4192894042353146,2.9421336283143612e-6
5,Drahi_5.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,707408.8939152076,0.03,694688.5811564636,737172.8302019142,29763.936286706594,0.04207458591872638,707408.8939152069,707408.8939152076,0.0,0.0,707408.8939152076,0.14,0.0,0.0
6,Drahi_6.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,593391.3678642798,0.02,601695.8964980987,619778.30943467,26386.94157039025,0.04446802397102861,593512.9971135559,593512.9971135557,121.62924927589484,0.00020497306813488028,593391.3678642797,0.15,1.1641532182693481e-10,1.9618640939441721e-16
7,Drahi_7.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,538947.5301630826,0.02,753656.441470206,564085.5724184363,25138.04225535365,0.04664283784313291,538937.0955775346,538948.3900317779,0.8598686952609569,1.5954590143511098e-6,538936.3775830964,0.13,11.152579986257479,2.069325743617893e-5
8,Drahi_8.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,445190.50082519324,0.02,517022.0451364517,500838.3509059303,55647.85008073703,0.12499783795384146,447670.0148823571,447677.7699255394,2487.269100346137,0.005586977026095123,445184.78720150905,0.16,5.713623684190679,1.2834109608358801e-5
9,Drahi_9.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,564006.8897513049,0.02,474796.7862204333,598467.1040154919,34460.21426418703,0.06109892430459854,566050.9757590515,566062.6034561202,2055.7137048153672,0.003644837930476028,564004.1750118418,0.14,2.7147394630592316,4.813309043540724e-6
10,Drahi_10.csv,6,2,4,0.6,100.0,10.0,5,NONE,true,609683.8948795078,0.03,561504.3824806893,663540.4782414751,53856.583361967234,0.08833525670316573,610475.5132509869,610482.853479242,798.9585997341201,0.0013104472767679369,609681.5729611559,0.15,2.321918351924978,3.808397058583711e-6
1,Drahi_1.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,624525.1250989909,0.03,552793.7658143006,640519.1189447296,15993.993845738703,0.025609848512025135,624525.1250989903,624525.1250989909,0.0,0.0,624525.1250989907,0.15,1.1641532182693481e-10,1.8640614628351792e-16
2,Drahi_2.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,572335.5314805403,0.02,620056.2020318288,596920.0892290926,24584.557748552295,0.04295479905809095,572335.5314805399,572335.5314805403,0.0,0.0,572335.5314805402,0.13,1.1641532182693481e-10,2.0340397445845627e-16
3,Drahi_3.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,685459.5011712852,0.02,840775.1894065152,786835.1565149102,101375.655343625,0.14789444915476177,685459.501171285,685459.5011712852,0.0,0.0,685459.5011712853,0.16,-1.1641532182693481e-10,-1.6983544852468902e-16
4,Drahi_4.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,563369.5369888776,0.02,744750.7636767117,576741.9873704549,13372.450381577364,0.02373655212713671,563365.4594621637,563369.5369888776,0.0,0.0,563365.4594621634,0.18,4.077526714187115,7.23774795488741e-6
5,Drahi_5.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,611899.5633259073,0.02,490017.253214555,638084.4954388405,26184.932112933137,0.04279285961671234,614212.0631883919,614218.0014831284,2318.4381572210696,0.003788919450472353,611897.3794864333,0.14,2.183839473989792,3.5689508620006072e-6
6,Drahi_6.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,577201.8683300139,0.02,496435.9744643076,612824.325500328,35622.45717031404,0.06171576899669177,579344.4226597579,579352.4859821947,2150.617652180721,0.003725936747923189,577194.0514773136,0.14,7.8168527003144845,1.3542667009950175e-5
7,Drahi_7.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,581685.7228777675,0.03,558565.3428529262,621840.3137600187,40154.590882251156,0.0690314190343108,581688.140664446,581689.1302894464,3.4074116789270192,5.857822437294091e-6,581685.3280027679,0.15,0.3948749996488914,6.788459542987071e-7
8,Drahi_8.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,384815.51160896226,0.02,640735.8145692769,557150.0360834303,172334.52447446802,0.4478367406602598,403654.35840102175,403670.5305836649,18855.01897470263,0.048997554427750105,384814.20643288887,0.13,1.3051760733942501,3.391692990589553e-6
9,Drahi_9.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,703287.4715372021,0.03,757959.8796127609,753976.7750223485,50689.303485146374,0.07207479947616988,703281.3393392786,703287.4715372019,-2.3283064365386963e-10,-3.310604170794666e-16,703281.3393392796,0.15,6.132197922561318,8.719333374669593e-6
10,Drahi_10.csv,6,2,4,0.6,100.0,20.0,5,NONE,true,605243.8139203095,0.03,587685.5466142388,667850.4451741198,62606.63125381025,0.10344034885427753,608325.826391548,608332.0995613835,3088.2856410739478,0.005102548047654349,605240.3849551087,0.18,3.428965200786479,5.665427918339632e-6
1,Drahi_1.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.313732151141996e6,0.03,1.315609518566552e6,1.3301191496380244e6,16386.998496028362,0.012473622177689367,1.313732151141996e6,1.313732151141996e6,0.0,0.0,1.3137321511419958e6,0.26,2.3283064365386963e-10,1.7722839731940449e-16
2,Drahi_2.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.42253219931577e6,0.05,1.4166312782332832e6,1.424283556261271e6,1751.356945500942,0.0012311545189229,1.42253219931577e6,1.4225321993157698e6,-2.3283064365386963e-10,-1.636733732746857e-16,1.42253219931577e6,0.28,0.0,0.0
3,Drahi_3.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.33578570196174e6,0.05,1.258515406657153e6,1.3402382384114238e6,4452.53644968383,0.0033332715293664383,1.335785701961739e6,1.33578570196174e6,0.0,0.0,1.3357857019617395e6,0.34,4.656612873077393e-10,3.486047849021496e-16
4,Drahi_4.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.185716918321363e6,0.05,1.1606811258909614e6,1.198924534567952e6,13207.616246588994,0.011138928729537917,1.1857169183213639e6,1.1857169183213632e6,2.3283064365386963e-10,1.9636275746448102e-16,1.1857169183213627e6,0.34,2.3283064365386963e-10,1.9636275746448102e-16
5,Drahi_5.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.10851593436271e6,0.05,1.1774613960639907e6,1.1634162263879261e6,54900.29202521616,0.049525938530399695,1.1085159343627098e6,1.10851593436271e6,0.0,0.0,1.1085159343627095e6,0.32,4.656612873077393e-10,4.2007631363048445e-16
6,Drahi_6.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.1058758949526434e6,0.04,1.174687400464946e6,1.1597755328966274e6,53899.63794398401,0.04873931893261146,1.1061773792708095e6,1.10617737927081e6,301.48431816650555,0.00027262039035529925,1.1058758949526437e6,0.27,-2.3283064365386963e-10,-2.1053957746663793e-16
7,Drahi_7.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.2688029670765873e6,0.03,1.2052033645061941e6,1.2813511395463538e6,12548.172469766578,0.009889772325074604,1.2710808425647637e6,1.2710821957724136e6,2279.228695826372,0.0017963614169959564,1.2688029670765877e6,0.24,-4.656612873077393e-10,-3.670083530626163e-16
8,Drahi_8.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.1728620129718238e6,0.06,1.1777252101331598e6,1.1983050961008538e6,25443.083129029954,0.021693159849692552,1.1732636794183706e6,1.1732636794183704e6,401.6664465465583,0.00034246692458630057,1.1728620129718243e6,0.29,-4.656612873077393e-10,-3.970298996450881e-16
9,Drahi_9.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.2449669781049783e6,0.03,1.2207812837386208e6,1.2610112224683147e6,16044.244363336358,0.012887285081053348,1.2449669781049783e6,1.2449669781049786e6,2.3283064365386963e-10,1.870175255638281e-16,1.244966978104979e6,0.24,-6.984919309616089e-10,-5.610525766914844e-16
10,Drahi_10.csv,6,2,4,0.2,100.0,10.0,10,NONE,true,1.2536928586480522e6,0.04,1.2810942060959293e6,1.2769787037165903e6,23285.845068538096,0.018573803709505777,1.2536928586480527e6,1.253692858648052e6,-2.3283064365386963e-10,-1.8571585699622455e-16,1.2536928586480524e6,0.26,-2.3283064365386963e-10,-1.8571585699622455e-16
1,Drahi_1.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.3649303358231129e6,0.04,1.366673852896011e6,1.3837504399659557e6,18820.104142842814,0.013788325784036052,1.3655661537309275e6,1.3655661537309273e6,635.8179078144021,0.0004658244388941477,1.3649303358231129e6,0.24,0.0,0.0
2,Drahi_2.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.4311966174125487e6,0.04,1.4317839376603875e6,1.4341945362500509e6,2997.918837502133,0.0020946939092981167,1.43119661741255e6,1.4311966174125487e6,0.0,0.0,1.4311966174125487e6,0.51,0.0,0.0
3,Drahi_3.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.2788642532458634e6,0.09,1.2983936522574816e6,1.3062545685423282e6,27390.315296464832,0.02141768778581929,1.2788642532458627e6,1.2788642532458636e6,2.3283064365386963e-10,1.8206048301289693e-16,1.2788642532458636e6,0.5,-2.3283064365386963e-10,-1.8206048301289693e-16
4,Drahi_4.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.156686777918289e6,0.09,1.107176910312103e6,1.174632159747907e6,17945.38182961801,0.015514469580014265,1.157481387690104e6,1.1574886771577846e6,801.8992394956294,0.0006932725909937542,1.156684276731032e6,0.41,2.501187257003039,2.1623721345760283e-6
5,Drahi_5.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.169533200306058e6,0.07,1.257321349750071e6,1.2286860931432578e6,59152.89283719985,0.05057820746065181,1.1808944451360367e6,1.1808968229763159e6,11363.62267025793,0.009716374590549593,1.1695295352042415e6,0.5,3.6651018164120615,3.133815966449633e-6
6,Drahi_6.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.2146908562587607e6,0.08,1.2378758243559918e6,1.2386920336432108e6,24001.1773844501,0.019759082947552235,1.2224344895570616e6,1.222437138874382e6,7746.282615621341,0.006377163848487209,1.2146908562587607e6,0.42,0.0,0.0
7,Drahi_7.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.182449811372909e6,0.06,1.201812409232933e6,1.2136344166404959e6,31184.605267586885,0.026372878550658587,1.191924127689567e6,1.1919247240886982e6,9474.912715789163,0.008012951268340184,1.1824447689114825e6,0.5,5.042461426462978,4.2644189867207296e-6
8,Drahi_8.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.1910813731295704e6,0.08,1.1853157479337666e6,1.2214615664603764e6,30380.19333080598,0.025506396133945005,1.1910813731295704e6,1.1910813731295704e6,0.0,0.0,1.1910813731295709e6,0.49,-4.656612873077393e-10,-3.9095673714064777e-16
9,Drahi_9.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.2856521099750756e6,0.09,1.2008734935463746e6,1.2989923702404e6,13340.260265324498,0.010376259768735666,1.2856521099750749e6,1.285652109975075e6,-4.656612873077393e-10,-3.6219851676420214e-16,1.2856521099750753e6,0.49,2.3283064365386963e-10,1.8109925838210107e-16
10,Drahi_10.csv,6,2,4,0.2,100.0,20.0,10,NONE,true,1.3947632009261304e6,0.09,1.3387660125108326e6,1.3965565924025064e6,1793.3914763759822,0.0012858035508716895,1.3947632009261302e6,1.3947632009261304e6,0.0,0.0,1.3947632009261306e6,0.52,-2.3283064365386963e-10,-1.6693202365768527e-16
1,Drahi_1.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.3024567465434894e6,0.13,1.3111365639656251e6,1.356626740210511e6,54169.99366702163,0.04159062772009901,1.3024567465434885e6,1.3024567465434892e6,-2.3283064365386963e-10,-1.7876266852758427e-16,1.3024567465434892e6,0.44,2.3283064365386963e-10,1.7876266852758427e-16
2,Drahi_2.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.4257480133902973e6,0.08,1.4254544064079714e6,1.4345291919848733e6,8781.178594575962,0.006158997601332881,1.4257480133902973e6,1.4257480133902975e6,2.3283064365386963e-10,1.633042034547324e-16,1.425748013390297e6,0.49,2.3283064365386963e-10,1.633042034547324e-16
3,Drahi_3.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.1963180478551802e6,0.07,1.2676153144513664e6,1.2994169645087493e6,103098.91665356909,0.08618018999078887,1.1963172334645991e6,1.1963180478551802e6,0.0,0.0,1.1963172334645987e6,0.76,0.8143905815668404,6.807475512276365e-7
4,Drahi_4.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,989095.1574251906,0.09,1.2419568307437368e6,1.2296929010063258e6,240597.7435811353,0.24325035035805714,991306.3037010069,991311.7856981326,2216.6282729420345,0.0022410667530840555,989086.8402229748,1.0,8.317202215781435,8.408899945919006e-6
5,Drahi_5.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.2514747992199624e6,0.18,1.1883939148144128e6,1.3072496890433882e6,55774.889823425794,0.04456732956843397,1.251566372047206e6,1.2515663720472055e6,91.57282724301331,7.317193066939116e-5,1.2514747992199622e6,0.65,2.3283064365386963e-10,1.8604501169259798e-16
6,Drahi_6.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.0949234245793475e6,0.1,1.2316250827641876e6,1.2547882561695985e6,159864.83159025107,0.1460054904311401,1.0971622138654657e6,1.097162213865466e6,2238.7892861184664,0.0020446994153756224,1.0949201640417783e6,0.43,3.2605375691782683,2.9778681284774923e-6
7,Drahi_7.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.072890496801369e6,0.07,1.3424233076350724e6,1.3349661025847152e6,262075.60578334634,0.24427060036851653,1.0800712303388817e6,1.0800746022619952e6,7184.105460626306,0.006696028608739132,1.0728846007666113e6,0.44,5.896034757606685,5.495467408076274e-6
8,Drahi_8.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.1958955763858706e6,0.07,1.2157776420496039e6,1.3009434341640668e6,105047.85777819622,0.08784032640681098,1.1958955763858706e6,1.1958955763858706e6,0.0,0.0,1.1958955763858706e6,0.67,0.0,0.0
9,Drahi_9.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.3065306869834326e6,0.08,1.193354672068561e6,1.3570788868543862e6,50548.19987095357,0.03868887303953125,1.3065306869834322e6,1.3065306869834329e6,2.3283064365386963e-10,1.7820526220584822e-16,1.3065306869834326e6,0.53,0.0,0.0
10,Drahi_10.csv,6,2,4,0.6,100.0,10.0,10,NONE,true,1.193582459326256e6,0.08,1.3127398147411572e6,1.2954317798680589e6,101849.3205418028,0.08533077856999834,1.1965255154202417e6,1.1965291799894676e6,2946.7206632115413,0.0024688035922334874,1.1935770576298228e6,0.42,5.401696433313191,4.525616467556249e-6
1,Drahi_1.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.365801442182118e6,0.08,1.3054875541149187e6,1.389295493447125e6,23494.051265006885,0.017201659435555166,1.3658014421821178e6,1.365801442182118e6,0.0,0.0,1.365801442182118e6,0.52,0.0,0.0
2,Drahi_2.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.5214124480735115e6,0.08,1.4283292526582757e6,1.5246717118711155e6,3259.2637976040132,0.002142261818437897,1.5214124480735115e6,1.521412448073512e6,4.656612873077393e-10,3.0607169534953056e-16,1.5214124480735117e6,0.38,-2.3283064365386963e-10,-1.5303584767476528e-16
3,Drahi_3.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.3381583087195102e6,0.06,1.2857644583383314e6,1.3808961691425801e6,42737.86042306991,0.03193782091744135,1.3388379217858505e6,1.3388379217858494e6,679.6130663391668,0.0005078719475197906,1.3381583087195104e6,0.43,-2.3283064365386963e-10,-1.7399334752602354e-16
4,Drahi_4.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.0132836767919464e6,0.08,1.3867242948343067e6,1.309266551986206e6,295982.8751942597,0.2921026776345009,1.0397787221059214e6,1.0397802786059211e6,26496.601813974674,0.026149243712148655,1.0132791421688161e6,0.43,4.5346231303410605,4.475176334328868e-6
5,Drahi_5.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.1399808776412935e6,0.07,1.3249776641553622e6,1.309474986464924e6,169494.1088236305,0.14868153681167584,1.1511996905815578e6,1.151209542414911e6,11228.664773617638,0.00984987116349758,1.1399725641295554e6,0.43,8.313511738087982,7.292676483564589e-6
6,Drahi_6.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.3313580933132898e6,0.07,1.2680209318658484e6,1.373555939740809e6,42197.84642751911,0.03169533924753727,1.337316805782504e6,1.337329835057913e6,5971.741744623287,0.004485451190492024,1.331355770654079e6,0.54,2.322659210767597,1.7445788795915167e-6
7,Drahi_7.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.0018241099913407e6,0.11,1.3918061553643728e6,1.3009349840988894e6,299110.87410754873,0.2985662564161429,1.0260919141655557e6,1.0261064748200221e6,24282.364828681457,0.02423815177385913,1.0018118996756639e6,0.39,12.210315676755272,1.2188083272283008e-5
8,Drahi_8.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.2666836355901123e6,0.08,1.1769518518079384e6,1.3027507311901397e6,36067.09560002736,0.028473641394462883,1.269259018891125e6,1.2692596106600384e6,2575.9750699261203,0.002033637285229509,1.266683327695376e6,0.54,0.30789473629556596,2.430715354999644e-7
9,Drahi_9.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.1802532821764334e6,0.12,1.2861756001732182e6,1.2852524618141528e6,104999.17963771941,0.08896326002508276,1.1879144521489758e6,1.1879145493788926e6,7661.267202459276,0.0064912060132818255,1.1802525579296534e6,0.42,0.724246779922396,6.136367429428847e-7
10,Drahi_10.csv,6,2,4,0.6,100.0,20.0,10,NONE,true,1.3916618643264761e6,0.06,1.3045075475035703e6,1.427540858151076e6,35878.99382459978,0.02578140189388905,1.3916617908834517e6,1.3916618643264761e6,0.0,0.0,1.391661790883453e6,0.46,0.07344302302226424,5.277361182689915e-8
